,"('Dates',)","('XAU Curncy',)","('XAG Curncy',)","('CL1 Comdty',)","('HG1 Comdty',)","('SPX Index',)","('CCMP Index',)","('JPY Curncy',)","('CAD Curncy',)","('CNY Curncy',)","('EUR Curncy',)","('HKD Curncy',)","('HSI Index',)","('MXCN Index',)","('MXEF Index',)","('SPTSX Index',)","('AAPL US Equity',)","('MSFT US Equity',)","('5 HK Equity',)","('TD CN Equity',)","('TD CN Equity.1',)","('TD CT Equity',)","('RBC LN Equity',)","('BNS CN Equity',)"
12,1/11/2011,1355.4659756140845,29.418908223508012,92.83312924627268,420.85674533858787,1251.1977244528857,2704.5734440108336,83.98340215837696,0.9646612440486336,6.9994635730646975,1.3959637145861705,7.791715063980224,23347.624619114966,67.01703730659659,1166.2678784035688,13601.26163493777,44.76082315494467,28.350928735330246,81.19769650281413,36.508858540779364,35.691609547255396,38.17239087271756,32.45174934035995,57.6783669711788
13,1/12/2011,1348.8154433575041,29.688438326371347,92.83467449887596,421.5121108043695,1250.4835968943737,2716.8993186890584,83.96521359931054,0.9661614690128226,7.111656503413807,1.4113830992025724,7.805750875202392,23673.074567251388,66.26562532821626,1163.5071082481493,13647.470498224315,44.63321011858989,28.364913219602006,81.84283792850664,36.321814541454245,35.72198417965705,38.09241680298445,32.37402953650656,57.09083064196127
14,1/13/2011,1349.4323437541782,29.680728576827278,93.08428400407217,420.52697395281194,1256.5718824949115,2724.448335645068,83.91134231036162,0.9673805201002321,7.131507329467776,1.4138495168496321,7.781715171384435,23688.15085065011,66.55714816236396,1163.4309357936197,13652.912062988278,44.61590729552524,28.36213781491939,81.98105767144749,36.34860657634229,35.74617012242242,38.08142739518983,32.425048655617104,56.814499878723765
15,1/14/2011,1347.9858703983741,29.781213258518655,92.85927005194004,415.6509168682362,1274.4872535870613,2737.5047552203387,84.05639796317203,0.9876643957700677,7.062655391226731,1.4414415516535712,7.617355529230903,23579.447122788708,66.6480978264245,1167.8106606116155,13724.692227310474,44.90436704949827,28.730586595502594,81.14755267912774,36.34711093708518,35.286189763276774,38.16018417270807,32.62575743013769,57.3178714500227
16,1/17/2011,1338.5621420942089,29.70342446306418,93.74957190391959,415.0208932824856,1278.655233422476,2737.8037126350505,84.13873615707294,0.9851681167454005,7.057244833082661,1.4378423332939076,7.679945647163232,23562.991838757425,66.55282642279433,1165.837747890362,13774.5065128661,44.83588305035214,28.918962866856724,81.5535151165847,36.282513365291585,35.265658134089065,37.99533424475528,32.87016205325039,57.707409259487065
17,1/18/2011,1341.963557243577,29.636995336343542,94.4640201962913,415.59216954373704,1266.0526066868124,2722.7238157571,84.33050689900705,0.9734259913645944,7.058146139661391,1.4265422299574821,7.877605099757956,23426.78965364448,66.60063225923264,1163.1728513315004,13780.152156011587,45.51541464641625,28.556405647530326,81.94872634622197,36.82858409899816,34.930786458935295,37.60850560492879,33.378394220778034,58.26797236454121
18,1/19/2011,1336.9767786315342,29.595624073651138,95.2819908814168,413.5739397101356,1270.499987700479,2722.359452352523,84.3521006800147,0.9728215726257857,7.051230374086844,1.430727879551829,7.923288261003378,23417.956423983764,66.83885430042726,1163.9282455683503,13742.514513619088,45.81643293721455,28.452624529610908,81.91654171911824,36.63344004492882,34.96068677088748,37.478564908207055,33.37605469494431,57.97932710126654
19,1/20/2011,1335.0556409024375,29.852880017074213,96.34772435958963,415.771335158796,1269.256556016081,2673.5166584142344,84.01165752649676,0.9819023057817853,7.185550601109405,1.4499605903491022,7.922483506133758,23563.252313547495,66.25291694340495,1143.8409186841225,13748.416023441512,45.81856079153755,28.52629759383918,83.01551990532796,36.58729629351818,34.87666845403035,37.53242582503975,33.54754574439264,58.64513312327537
20,1/21/2011,1335.5728658726512,29.869206943861496,95.78196966885749,418.34822768562117,1257.793776427198,2711.951478842691,84.94457138672001,0.9679209749199069,7.235826272208854,1.4540898212480238,7.964502040844178,23351.919240394323,66.61368479401978,1145.1753622902067,13805.896235759174,45.94916913509183,27.82514755453121,82.46735789440206,37.00277065298909,34.59296269603595,37.81749090316364,33.65688785458524,56.83958354740573
21,1/24/2011,1336.6617821141956,29.54425117078186,96.02508199261369,421.6303878696492,1262.5729887211648,2730.8383978308843,84.89644390819107,0.9650151294027733,7.267256966383067,1.4655170581400692,7.996921860944419,23439.167127923647,66.8390730984716,1144.5600037561596,13920.086749849192,46.61548491834982,27.588294700313497,82.1874195196244,36.90671090123943,34.48085322661602,36.70520759881599,33.908266175971654,56.87178519995023
22,1/25/2011,1335.1748005363206,30.14313694894615,95.49898090963448,419.34479488890173,1254.9291055174742,2750.0936255889656,84.64934241724721,0.9738513362606129,7.2068165624396014,1.4588754337123888,8.063831481728124,23425.266142958568,66.85819587760588,1142.1746274093168,14095.281311035415,46.224118861634715,27.405437679592353,82.11008618052261,36.88773019813367,34.54447300066218,36.73457428738841,33.944094897839356,56.61864956509484
23,1/26/2011,1337.4140661350596,30.520259729617397,96.57779061599437,420.1539266852683,1247.5763202662883,2719.7159561370877,84.09673200809398,0.9767974782442727,7.280359841316182,1.4825711478685608,8.079608699374667,23526.239953478846,66.8703408148738,1134.7920426532644,13794.30208031757,45.98987896555885,27.435167940511317,82.65028939644299,36.98135630749342,34.58045542105416,36.5874886333028,33.81965354695199,56.29011359896869
24,1/27/2011,1344.0450435910811,30.63140962735631,96.76980662476642,424.9138399070585,1247.6498421398348,2741.1834411083155,84.20785686615193,0.9793615124587145,7.296712255786858,1.4934556764680338,7.996507340362351,23525.237874552036,66.55180897089403,1140.9562255379851,13704.41742806386,44.89165370903922,27.487764777348875,82.92043279858738,36.93231007107384,34.75046255948599,36.74937981754002,33.462170645841404,55.99787168816206
25,1/28/2011,1338.446191849285,30.466972107512582,97.4857429537021,425.54147151373115,1226.7956359919283,2770.935720893929,83.376076339213,0.9835222699747251,7.368799129981478,1.497598176086148,8.007453594988357,23603.6943296168,66.71483347812462,1139.3663594688333,13884.672010698223,44.89121186992732,27.37141023745465,83.04206889678647,37.39987186140417,34.590752991101866,37.62549765872922,32.96229022054213,55.10688225887134
26,1/31/2011,1334.9785717167592,30.471711598550637,98.2793512182904,421.3010435975762,1223.5771284151747,2811.670375821517,82.34881127353943,0.9733343901333009,7.413049790252813,1.5025243405102353,8.150202250255797,23541.7194153451,67.72967898215576,1146.942621960239,13981.048415687814,44.4065397035482,27.69690350831861,84.19540150724937,37.30529063574843,34.559674833374594,37.015178950969734,32.761324828602504,56.426615480978874
27,2/1/2011,1343.3564941720297,30.661430260109025,99.79638938031003,419.1878061907247,1231.8225301939488,2844.646344854956,82.17445996902622,0.9765872433650229,7.378846242775376,1.4909453086116853,8.111834935098944,23168.543038016836,67.48051689501067,1162.386420499,14201.02784788597,44.3073238926365,27.481860248851405,84.55191832880418,37.045678544375896,34.22165292307594,36.60502751300075,31.71079998308845,57.13076866925918
28,2/2/2011,1337.174975462011,30.70791391700888,100.4600251339544,417.9710568364718,1226.9116411289178,2820.8111319298355,81.89497888652203,0.9743468983345929,7.355624620360755,1.4650514258380816,8.054982664563301,23218.209403850073,67.12760838700453,1153.7585766441932,14306.26111565552,43.223703789952026,27.580592811666936,83.81317643150501,36.497977089346826,34.3212020551996,36.22406345167191,31.86894753176924,57.437304114140346
29,2/3/2011,1336.7002433251944,31.32699149104473,99.7422309877456,421.474841754123,1217.4682814168334,2798.4901455309077,81.75491950175592,0.9686389719422505,7.355416220893911,1.489104616588559,8.077834017946838,23698.295310354653,67.67047259876772,1154.4295379651585,14086.441951115643,42.98006019154402,27.71632814629719,83.19242981565009,36.80910262734134,34.256326742084156,36.196080284523596,32.18948519039311,57.75372257385568
30,2/4/2011,1335.3865380167163,31.49860231973005,100.2478118342111,426.91849760532295,1205.138775415148,2778.3061211180343,80.1908074201046,0.9818373523996943,7.270258882522654,1.5156377796795837,8.074853058444395,24115.263828108105,66.63811671670182,1149.751639893132,14080.275417428935,42.66583645295563,27.75759175223451,82.06771639215052,36.48215100975696,34.153312110524304,36.74849283678513,32.029990075735334,55.9674616080946
31,2/7/2011,1337.3363871251097,31.477948836943323,101.45898332930261,428.3584282242105,1207.0380835367216,2778.492320876404,80.96203788066346,0.9731707857213139,7.293574289401976,1.4981915429953596,7.944725759800065,24260.176892646512,66.359594202556,1132.777475818756,13827.690203580845,42.814618026458874,27.832796947323402,82.71302157501133,36.77212245962446,34.20236954218024,36.852159370437256,31.391386529058014,55.66888988008428
32,2/8/2011,1361.2063899421346,32.16512389281695,101.72246647258746,430.30256176684173,1204.4430982694919,2788.835797579364,80.6938856108116,0.9642184825638219,7.33514447099749,1.5033860704079571,7.830006028118149,24086.77088841605,66.32548635518344,1128.9866183397796,13867.701807160474,44.89764346656586,27.92835207991173,83.38068277962354,36.32167198500455,34.00907379694785,36.42252815090017,31.25998831793356,56.43564844492231
33,2/9/2011,1380.55499175095,32.130484625200864,101.26993702831187,423.15291414598556,1200.1168291072265,2816.292051565865,80.87594538544758,0.9583083911429647,7.304468075741657,1.5071843757092112,7.825597439091754,23579.254196354188,66.1401510429016,1134.1977621659435,13937.230834749724,44.695287483532354,27.74658613987259,83.41421412759007,36.208008320244524,33.70743675002943,36.63496918848689,30.971360690214382,56.777226973682474
34,2/10/2011,1386.025103427281,32.19031302687142,101.0736872817058,421.2046037865368,1205.7426670092907,2827.1977773959125,81.69758534099545,0.9407582898402844,7.252867978166165,1.4920597892071432,7.813915850359555,23036.763443451833,65.75704789365669,1127.0890027485314,13858.96779748426,45.02429140671561,28.017883639744298,83.41817632352385,36.217049308523315,34.088234234190075,36.42760974324349,30.265505674540925,56.349627824948136
35,2/11/2011,1386.0131106009735,31.74755550107123,101.43683839215065,425.4519829362687,1207.8403047967313,2835.6365050227455,81.72231750454779,0.9438395856099144,7.248428077584515,1.476516608546513,7.9186385405894395,23023.66487870096,65.84418516570938,1128.2008761186273,13762.08313001898,45.035144506349496,27.922812548261394,82.8983362383924,36.04564548405039,34.13299268449346,36.90317237461577,31.14932875932329,55.92562926736766
36,2/14/2011,1384.7313587554115,31.949679245571396,102.02202230915346,431.0560113716844,1203.3115671582373,2860.6844097545345,81.3228901385024,0.9374705642860184,7.0993123269942116,1.5066769316912123,7.972545697796906,23062.89704405599,64.96285340787512,1138.2654974918566,13623.4169266412,45.34533581581765,27.86774167231352,83.5894191668484,35.7794013560518,34.33664622872764,37.26737637948388,30.981484860522684,56.25359501956485
37,2/15/2011,1383.706292438804,32.27449172435226,102.17609027557404,432.88862177047537,1207.0518112999996,2865.3143748077023,81.32879332116224,0.9365477193115896,7.104656129579053,1.5108807554613934,7.931958266773622,23034.285530408586,64.8894268707772,1138.4876136735488,13638.31996709506,45.52606735722338,27.921469439306986,83.61954570651653,35.83511198259414,34.403552416865075,37.26575456217383,31.146930798440273,56.424040427449924
38,2/16/2011,1386.7695405914021,31.826776866633526,102.12396569185505,435.0941275774706,1225.1143620721018,2863.6068564253405,81.99734472464617,0.9268800798591793,7.14684250609158,1.5353259270412114,7.931191280679005,23488.788835038282,65.61181011626148,1133.851912342587,13529.697081970115,45.56575787855416,28.3583949410324,82.91843671619874,36.223434692267226,34.39170695528245,37.21792747175542,31.011645630693494,56.57148807753395
39,2/17/2011,1370.9406019903515,32.05847971546482,102.61526712165953,440.116255031721,1213.3043773515324,2850.2699569816627,81.8813121191208,0.9232477203071319,7.094520082018722,1.5354099600157345,7.850082870046073,23548.683717434193,65.44118393760117,1144.0094179075393,13509.84769967051,46.1536883645946,28.58309610770866,81.43326295880908,36.97706977389459,34.281275144111376,37.52812457829788,30.534375788426633,56.49999340192753
40,2/18/2011,1365.8246142551122,32.02902911064314,102.78061908617529,440.64863031697377,1205.0820088929868,2850.759336547388,81.34729960171555,0.9211398826357163,7.111083410039841,1.5451701896629468,7.820924821113384,23571.3573221337,66.0307642799922,1149.7722311702134,13539.620916155347,45.99011037729719,28.723725319253752,81.33621850376257,37.0212376832879,34.261513634393935,37.384711501369665,30.43638457138353,56.8145944696621
41,2/21/2011,1365.9119731977805,32.05383707269786,102.61747721837926,446.0894349712436,1211.088555408043,2842.7714473993774,81.13643803015613,0.929746532769487,7.090517331330058,1.5530079252831357,8.016995642900707,23450.797741778697,66.14963534280656,1152.4212724863492,13627.172554553079,44.648882148609744,28.531360778471704,80.24501492561856,36.91783127799511,34.32356460374516,38.20156574669992,30.098471601853255,56.00337393016214
42,2/22/2011,1356.3600573652193,31.648224386567648,102.819925505504,445.5193357585354,1226.2442696495557,2894.7708046619177,82.29964145641645,0.9285706340860508,7.1055114050871255,1.5753803857489321,8.133444386196699,23148.652174352428,66.58636003930006,1148.5313346134085,13595.482299678073,44.625346316942384,28.767018353623936,78.85208956540617,37.00663185348676,34.36377142558876,38.065467420904014,29.94955832526322,55.71688300136911
43,2/23/2011,1350.5541788280354,31.7144024550675,103.7732262553387,449.1743768355149,1222.5672087390428,2893.119099892669,82.38216758560473,0.9222634528238501,7.110083499826291,1.5672044066648332,7.938584072620322,23172.824482833144,66.44516247142276,1154.0213380121716,13586.825125227142,43.870131336538854,28.82911019512299,79.07603054403049,37.17561086665574,34.272166546505936,38.66566899607115,29.51927572041049,55.51414130256997
44,2/24/2011,1340.440961575041,31.73129183948711,104.34015107641197,450.1374556558954,1250.8849775049002,2888.1186078997234,83.11449228323892,0.9355952777434149,7.185126041241701,1.5203749753164155,7.9649020710114256,23149.12009990127,66.7373529897636,1149.5263186647978,13528.76711332053,43.97337620213419,28.91363163466564,79.90657357685522,37.26667211527028,34.4616353940202,38.21381392028498,29.214472795041765,54.67822029181383
45,2/25/2011,1354.301740989586,32.17169809955354,104.93915813602987,456.22958544200424,1241.5420316133093,2934.9578978758536,83.14161251635876,0.934715178293082,7.2653581283359925,1.5087278543059857,7.915757802248311,23487.61537438084,66.68140029715944,1156.2134797304232,13614.671003558038,44.087047835631154,29.193292360319187,80.19253401381027,36.98940811535964,34.03851264608943,37.99161490662367,28.98572658789189,55.182889416686514
46,2/28/2011,1346.4706521097148,32.02039768345667,105.54106924858,451.809663297082,1239.889806549695,2934.2520804411915,83.3906717818482,0.9413086567002363,7.216516882899981,1.494428360747241,7.792488599000754,23420.025907908206,66.53652566225048,1156.8626919472792,13466.925510237092,44.24147616805377,29.184277999439427,79.63138794554577,37.46548876195739,34.0283940505473,38.05307976605569,29.07757579996127,53.998646290386695
47,3/1/2011,1346.9041503830172,32.08082149133494,105.49414652062126,452.0608526842477,1240.5761400039676,2927.247509659666,84.12848435804786,0.9480723061136801,7.233624358709915,1.4969484229986,7.7844978082835725,23351.442072755144,66.26037919366819,1148.2640278225017,13477.282804760027,44.22823222938253,29.282260294174378,79.91142980770526,37.42905534009031,34.073412694982316,37.91820419165868,29.09658109391688,54.671229130399745
48,3/2/2011,1339.1400904318718,31.775972758566944,107.4805004424122,450.9080156862445,1225.9042787452613,2926.7555113865915,84.0110712734196,0.9267395658474419,7.147331032893304,1.534739627137069,7.853239242640444,23477.220041172794,66.12575437209075,1140.3209954304762,13224.453154266334,44.43345169801066,29.41918252697075,80.30260948696043,37.87966381335136,33.96767543424319,38.326995279786665,29.312963182675706,54.600658461320805
49,3/3/2011,1349.572613689537,31.870882622540005,107.78864085011965,451.2622195689564,1228.2366655940077,2926.1558808006575,84.520109399179,0.9240954332322159,7.141642455434599,1.5139404157690561,7.846104039572766,23497.46885078178,65.84779000663458,1151.5099760793235,13300.008094084187,44.344295293130216,29.439727290402605,80.95763764381746,37.845673739729584,33.9031900833955,38.40688103619132,29.182515380984356,54.485002122669854
50,3/4/2011,1348.5664339726723,31.727291011137986,110.2115736769363,455.8142634749759,1218.6387880260636,2943.9709017454666,84.79910943324646,0.912752130711563,7.136088319977145,1.5422019837840983,7.837821286555191,23911.179893586508,65.22898949604338,1150.7690331530603,13328.004681855653,43.76146619357342,29.202328703816956,81.29960545991099,37.86017614050871,33.59731770436784,39.079283318445405,29.405756800755434,55.171292569998734
51,3/7/2011,1344.5297705704766,32.46475706209385,110.62318755498569,452.1058199605919,1213.090637194808,2928.165808689477,84.22738636459756,0.8993425679500158,7.070222218373822,1.5531657890710422,7.973492520610897,24026.056723769838,64.51317542112861,1146.437083801555,13101.112190950766,44.031144008178316,28.918385589006913,80.56625926290585,37.758000593386654,33.76469421352146,39.408740253903474,30.34423182574997,55.666991718050824
52,3/8/2011,1360.765939845316,32.768165603934875,110.60002748065531,448.35678848086224,1220.7350491788764,2935.8057875669124,83.98253095795897,0.8973380619558061,7.087149906226876,1.5568027101374533,7.942661378176161,24039.846758841017,65.10768146168662,1143.397937095801,13044.19980026207,45.215909139773075,28.88856833838583,81.67256356660842,37.26832414182561,34.037188769740425,38.52130915094528,30.58089527911565,55.64140392477292
53,3/9/2011,1357.1499475539104,33.26712292903493,109.29230906408375,449.01265474364754,1223.4435412309183,2896.428344266155,84.30376507926567,0.8782291544455413,7.018432793317547,1.5322108540607995,7.954771438146636,24125.813608789627,64.93446994086021,1146.0248572878818,13183.547258326915,45.534934137161514,28.763929554631005,81.85123865382397,37.777252589430546,34.12716405703131,39.59891538234942,31.208153848072005,54.80154693028124
54,3/10/2011,1356.3694079425998,33.28380540672555,111.12629876599937,450.2939592754445,1235.8248807268492,2895.7386655808195,83.99796832201704,0.8836676349050924,7.070967125276043,1.5633999009593966,8.009675762762175,24178.776840545735,64.80385582262738,1139.5230770983044,13205.018771530647,46.056887155033245,28.10561869074096,82.65785885176172,37.7862014515757,34.346674841904026,40.0857325734855,31.86596582057723,54.824852870701896
55,3/11/2011,1356.5123973581792,33.319160989449166,112.00719223364973,448.7657152571617,1235.1629562272542,2888.055358845151,83.9096538382377,0.8893473209204127,7.0888820038769325,1.5341166292636093,7.875230255741957,24260.75096607327,64.60743649553143,1142.8540955642266,13207.353334398387,46.91521468669858,27.671031346281897,82.60694973422622,38.15038634976145,34.08087216216033,39.72261052606152,32.44455579699672,55.929232998822116
56,3/14/2011,1357.7734149627895,33.204904387641086,110.54752633901629,443.00502754526707,1230.07362450059,2950.9121332681193,84.74551538652193,0.9010969304766775,7.129516478140219,1.554616032516172,7.847501897948505,24158.66528681052,64.50136376270197,1150.281471746616,13356.047333885408,47.3166894229315,27.74355492711264,82.67237067157876,38.2606168813286,33.76960092620217,39.509906414954465,32.178183557711584,55.515367613018846
57,3/15/2011,1366.301976225391,32.870451715283814,111.4205392852642,437.81269637207765,1220.2008816129169,2946.4859501931587,84.82502601522715,0.9009039894948543,7.126783689181133,1.5583457653957764,7.926427049117769,24179.95607003214,64.44826190105354,1155.459301684336,13485.383890232739,47.091442815713485,27.690085516353342,82.58715475000648,38.273003756827144,33.97440449299421,39.221236524690184,32.24508579225125,55.06270755040604
58,3/16/2011,1360.9513525205098,32.938089203943356,111.08598296206651,440.0134043862384,1219.8329963781773,2949.7458847477737,84.24731823879353,0.9030800868974829,7.110159849315608,1.5927217980765593,7.943336175315593,24176.927505010524,63.001449677193264,1150.9870687257085,13430.245650973036,47.17575526424635,27.51625594484414,82.22905377415758,38.223289972208434,33.73101823258857,38.81974414295379,32.29252177152946,54.990603751189084
59,3/17/2011,1367.4250136043825,32.861138884080006,113.28674655220895,443.1378804816168,1219.670484309859,2953.166126721844,84.86798337394872,0.8980543114346852,7.1131244486929734,1.5911303626275097,7.942219443903214,24283.96759957368,62.872474151599086,1156.920710849938,13467.576133215402,46.61369668571953,27.42799583437451,82.35118421443521,38.504216223385875,33.540391590019134,39.23248730154355,32.57968055014261,54.97495349824466
60,3/18/2011,1367.5496816395187,32.855678472698315,113.27900622494408,442.9963061365705,1221.6458499800276,2954.6653538329915,85.41186581453216,0.8996087890017758,7.096100942873007,1.5956470022646512,7.9474633272858455,24267.710737643574,63.10803139514863,1153.6094872478072,13452.352150078039,46.61903028151483,27.49707922477643,82.29982919830407,38.67031639337127,33.53336973989899,39.14349012423137,32.5979920004158,55.00403102533879
61,3/21/2011,1360.7039712868966,33.16557718290462,113.19339703453184,443.02025413388185,1230.6328999309183,2948.564984904608,85.67014172929858,0.8930474420240563,7.071982222380801,1.6133845470479646,8.01099405279102,24255.961867564765,61.82910917468831,1160.807549557713,13445.231971804174,46.83210416557243,27.427341600163686,82.88798232584739,38.662800066310325,33.311400673967086,38.85385000630569,32.56050446816952,54.067159581798556
62,3/22/2011,1360.3888579647278,33.13913171552966,113.17981682757052,443.3122855357971,1231.3117454162216,2947.8564618698765,85.66738210154305,0.8926206133767621,7.071893555988877,1.6109873654155586,8.013209922042908,24260.160540176577,61.8584327779145,1160.6865570337777,13441.019744988675,47.0610920440525,27.44040799499471,82.89898640805607,38.71311917906574,33.30584702447067,38.805190354093185,32.523147039332855,54.138639183247925
63,3/23/2011,1359.7847659222582,33.11270875101157,113.25455221686646,443.3825893227707,1239.3899957740475,2961.454191984327,85.13937400292679,0.8867358760416116,7.030270629014857,1.5959995385494161,8.01871033103121,24388.329407196525,60.91469467587378,1162.3416788052575,13480.065034238612,47.069063032013666,27.456252454788256,82.47274992700304,38.54507556113458,33.314813838088014,38.83022690590519,32.60419787564098,53.68365192281271
64,3/24/2011,1360.0634441387674,32.87572267447743,113.13049447709747,442.14352437618095,1238.3664040619105,2971.636955678427,85.15798253303245,0.8846189593915378,7.0231523030371985,1.6049294212804381,8.040384002172036,24400.343673820054,60.93420318973522,1162.1890328513489,13439.218199090614,46.68242601509861,27.445534309625867,82.44965434004098,38.62720546683287,33.32328711828283,38.84197315254646,32.82866692378619,53.500769339301335
65,3/25/2011,1357.637499975977,32.98434255467566,112.59790144919462,449.38118176775436,1246.35296978085,2966.8967857155317,84.93335878929176,0.8870435690967597,6.998124899113524,1.5975541916616522,8.106458093393814,24620.667195136048,60.92303973171156,1165.9438671814517,13296.72783287693,46.39645303464807,27.735356144433137,82.09064983980682,39.31600103870298,33.42949345596255,39.05687482871331,32.814805160129744,52.14514972224219
66,3/28/2011,1353.877999258605,33.02237612971626,113.39754275703935,449.98780656727257,1252.1701139538266,2914.355347277021,84.72503068305868,0.876429082380578,7.009812912521522,1.5860627596082266,8.049822597627424,24533.093182578374,60.81726420995438,1171.827737630317,13487.134363510842,46.51478077046296,27.372676541125777,82.36534561348748,38.91577131635816,33.45595270260842,39.10949584300426,32.586188119276294,52.38344093317688
67,3/29/2011,1345.2690626132146,33.14169307249692,113.3828896268668,452.17472645163497,1243.0957473397573,2917.8172620537835,85.26757639105624,0.8822158491422872,6.968221432000482,1.5902180094265352,7.983398456833179,24946.024830537743,61.13830953684553,1172.8273396756065,13627.854071582025,46.11772112375087,27.308233185800454,82.90714008424987,38.82214487530187,33.203514283551705,38.79238329186491,32.53408053750693,53.02417596146523
