,"('Dates',)","('XAU Curncy',)","('XAG Curncy',)","('CL1 Comdty',)","('HG1 Comdty',)","('SPX Index',)","('CCMP Index',)","('JPY Curncy',)","('CAD Curncy',)","('CNY Curncy',)","('EUR Curncy',)","('HKD Curncy',)","('HSI Index',)","('MXCN Index',)","('MXEF Index',)","('SPTSX Index',)","('AAPL US Equity',)","('MSFT US Equity',)","('5 HK Equity',)","('TD CN Equity',)","('TD CN Equity.1',)","('TD CT Equity',)","('RBC LN Equity',)","('BNS CN Equity',)"
10,1/7/2011,1345.8681679659378,29.572884840729735,92.98684522379064,425.5828773165191,1223.8204123238725,2742.036270213328,83.49511284264068,1.0163001133901122,6.487639566755075,1.3679227787219908,7.600117018748002,22285.31129979079,66.14979954870002,1135.823660152879,12637.037960166315,45.18043318775014,27.90569715262737,80.93391340890159,35.934568938432875,35.442627013515256,37.5802534258405,31.522574965674963,58.03116159069068
11,1/10/2011,1343.853193067564,29.662071061007786,93.23700027465108,425.14076815200104,1239.4679966563158,2750.904652514208,83.05464386108484,1.0252515380942984,6.407995784643241,1.3820302027353222,7.571087415512528,22388.66052661508,66.3193282675175,1129.2863679110146,12448.840579456313,45.12655810368888,27.92902689591941,80.57688898153228,35.22160231826509,35.08747340859389,37.57805568217163,31.576780559810707,57.880239562945874
12,1/11/2011,1345.2457013769508,29.775811211073204,92.69987703799359,423.42162595812084,1238.40245910148,2765.210170174748,82.71125946935166,1.0124169439244548,6.400820001867288,1.3841622500950785,7.500006551216326,21973.301015513785,66.41515348576509,1125.5651632528777,12516.791233809792,45.36733728455856,27.826726909931715,80.32560641707437,35.82466943024433,34.4193975341175,37.983174915079374,31.65433476737914,59.327483834449474
13,1/12/2011,1312.6373036595407,30.144389643474007,93.35414052857509,427.37303612345823,1262.218475490668,2783.667883226905,83.53683135126454,0.9938800995919412,6.319118752903392,1.3850662098369126,7.496232312690773,21782.769056266916,65.77395546498884,1125.3119307176923,12537.676093236101,44.003084609089676,27.756028927530025,80.41280220997766,35.52655556423532,34.01493257071003,38.017089766527235,31.71716461932008,59.46947738161839
14,1/13/2011,1306.7053780841322,30.39255028331343,94.53583001926788,425.77318437452084,1258.8456298276328,2834.0225074668333,83.21184372310641,0.9945363951478143,6.279854160080533,1.3994676426412171,7.379675592961683,21523.125986510346,65.52122174919799,1127.679261295109,12645.045225184038,43.948176691233364,27.569565232513977,79.35934918451245,35.33198935679202,33.819975201080474,38.37599924825562,31.765943593603,59.27662998117898
15,1/14/2011,1306.1599139576292,30.423583829067177,94.52517838589633,426.0328312904448,1260.8568144361184,2832.8276268057402,83.05328057479124,0.9936634227177202,6.275641234470399,1.3995809881135532,7.379433127052132,21502.228044673415,65.36249506816425,1127.4251421553672,12648.587011923071,43.93079062433581,27.570531729456356,79.34946546009144,35.351705892213786,33.73803460419418,38.360567146311006,31.754420948811585,59.22200816572842
16,1/17/2011,1308.033733682026,30.753645718546892,94.83903086580834,427.3395793575801,1259.7690003951636,2829.890626044364,82.83864880472701,0.99212292000815,6.276323129542915,1.4015778238029573,7.453264946884377,21733.082328618377,65.42447603587496,1125.9882248516594,12544.769575954104,43.98850244223245,27.381613605356915,79.67154571164218,35.6139967558831,33.3786900487817,38.274314428963194,31.34945056308513,59.30438397271089
17,1/18/2011,1306.6628370422336,30.535957741535157,95.52943600353822,426.3417922469288,1273.0052908049522,2824.408270792381,83.78484688675377,0.9910535849199577,6.322144942312793,1.4098269921705135,7.373448149092591,21599.501387735476,65.9862373176239,1110.882349913218,12784.81463202572,44.203196891751986,27.45753542894867,78.89232074910099,35.44205801899734,33.15692869012545,38.07945715397469,31.26546851916334,59.33472545882198
18,1/19/2011,1308.6908703296608,31.086218212082418,94.99139272981817,418.43270365261293,1277.736512791625,2835.0033296423017,84.37878808491573,1.0027510552240817,6.313455282223807,1.398102599122865,7.529246342836,21510.398979218935,66.22858327546096,1122.3241786554424,12834.025115617758,44.244755047014316,27.381101372698446,81.88429271366066,35.66955366539306,32.821316318919656,37.99666671236919,31.657344339358268,58.189992703010866
19,1/20/2011,1302.883484930077,31.252261035612296,94.38917681838805,418.351367899247,1285.6903216083017,2838.985489800023,84.47020059506818,0.9970165792165094,6.293962038534213,1.411318721765329,7.688713453516912,21463.680455881735,65.93251831359227,1126.1505255325533,13033.767490870232,44.3157277388306,27.397904735893235,82.54313901648776,35.4712659455132,32.69128901130759,37.819051971708724,31.3777751487195,57.887151195122065
20,1/21/2011,1304.6250457095216,31.60593166149931,94.45012420911571,416.88621700455104,1297.0941062146828,2832.8658093660197,83.64403475622265,1.0058143576431104,6.213043555914347,1.41023340201079,7.690939416337869,21480.16230048091,65.83426772055942,1125.0353229505247,13070.28395182669,44.93200904251592,27.419075388855205,82.45027634590375,35.58510357751046,32.75224454166454,37.81521686830113,31.29009237504954,58.394252862405835
21,1/24/2011,1302.657243962204,31.943557669019558,94.77083221280851,414.41074701717486,1307.0465848475396,2855.1822922695965,83.7431758156236,1.013165498830683,6.209368330759339,1.3947996743795956,7.669862883709695,21103.888526652725,65.82122813289247,1117.4806791646945,13199.362567321876,45.214270180913765,27.476543348445652,82.48651956532291,34.997460605093856,31.979306182787948,37.921585068622385,31.7622387963054,58.40098585302887
22,1/25/2011,1300.7497038504855,31.896696362249028,95.12680802621696,419.9436702987845,1293.9983079073356,2884.8266279639433,83.85628743410696,1.011768640695466,6.200845284721774,1.4014571107377707,7.643630024277977,20919.279974085715,66.02157937766142,1124.3324469094507,13061.843043932691,45.05364067840296,27.61824128770735,82.25288383253783,35.26707111635105,32.09660253233721,37.69490670143346,31.720469156029075,58.91874734568948
23,1/26/2011,1300.9296977295007,31.739339277304214,94.9826508445054,418.51137946690034,1284.9736376969609,2882.831770273587,85.23640382339299,1.009871321533586,6.226733922844966,1.4238432166865855,7.660531656921505,21154.723718683923,66.07807929623009,1137.889029846003,13046.741595433356,44.94630032266011,27.674457060825,83.5587862921935,34.98833517595544,32.7230623788539,37.481409198559156,31.823689596767704,58.26038784392504
24,1/27/2011,1309.5522036581813,31.635400418960153,94.96584897948311,417.4004049259873,1295.0427677926948,2878.9387659503927,85.51593106788988,1.0114332355640796,6.386830325189744,1.4218865552790516,7.671415249746945,21264.86457001844,66.30814251974915,1136.9197399107422,13064.208745573364,44.66532139410215,27.675780210472332,83.74008734053791,34.96444059233965,32.65709172563644,37.53640419096298,31.698457215770528,58.58076568898632
25,1/28/2011,1321.36243235625,31.48772985626372,94.55899737027949,420.11215987175063,1318.014742399051,2882.695713794086,85.85664928114578,1.0099959194725143,6.442107250238689,1.389216574894318,7.6469563018749245,21319.295477487696,66.2175013004717,1135.7575764681264,12906.62374428323,44.38350750546638,27.293624663152293,85.79136379673078,34.768817803714725,33.09427967021488,37.09591956741438,31.944982341693343,58.97573481277241
26,1/31/2011,1320.1015777227328,31.381036481877864,94.16761181587943,420.35786238305275,1325.7383455056108,2866.8418458990245,86.08808668698106,1.0114505019801612,6.4468416662772,1.397496718701912,7.758094966485492,21542.15236150965,66.22748499166826,1138.2566072555508,12894.715514975442,44.36134396979487,27.235131323822493,87.39956553817711,34.69736350192643,33.223590014701266,37.0988861888021,32.11970728483959,58.748021958435146
27,2/1/2011,1327.3606057075676,31.032912968045757,94.458252726805,420.49885860385035,1305.981600846099,2890.989779724008,85.52712157896084,1.0150992339490894,6.470952959650397,1.370094222587705,7.712949475148659,21426.886884790943,66.62158362390785,1123.0786033456084,12881.290622352913,44.56782637294485,27.146667563861577,86.83778359201817,34.545103913299194,32.65242216700234,36.90373055111294,31.679507854103033,57.74650212777438
28,2/2/2011,1343.2924253820463,30.645793079719223,94.75551922427054,422.7504706150214,1306.1503440189056,2871.825986141577,84.3247749762853,1.0026313834470426,6.53036480558339,1.3648689372318468,7.74024512698341,21611.30564811234,65.34856505000751,1125.286606551195,12657.960872775755,44.24704152633314,27.164308637757845,86.51006737171873,34.63058297734017,32.80642394633973,36.75000481593828,31.533443749942126,58.84876177061917
29,2/3/2011,1354.4876241694546,30.64341834691401,94.79121864348467,422.931438292341,1317.2231249158167,2878.4992652323044,84.09895812583359,1.0004276092646232,6.476693987853429,1.36590455308818,7.742032316673609,21573.352754021857,66.17592124721034,1125.1866613691268,12633.702730181732,44.65511868653966,27.19130772165501,86.02548870830502,34.62999238741902,32.757667462198974,36.63803132769524,31.60650479918471,58.12871588732911
30,2/4/2011,1354.3433602937282,30.707702663622996,95.24586859836835,422.76322560818625,1329.5294034209305,2883.123046543288,84.58755779970984,1.0002225741993578,6.468787072561106,1.3629715316995712,7.803927919100931,21824.512714125933,65.97429922926271,1125.3781014009878,12645.105906643905,44.81846706527259,27.054635951117127,85.60573039906076,34.69451836706877,32.87085104549572,36.91557967370972,31.932082771395958,58.2458464259399
31,2/7/2011,1351.0195786667894,30.591557969439652,95.2031904070221,424.42346044281805,1346.3575712582765,2867.433301722399,84.10080707454955,1.0065616474926706,6.568093979019757,1.3635020642761762,7.798743539979526,21777.077163272155,66.22756179224471,1125.1878781370815,12620.157149418617,45.51911984033538,27.04854613374901,86.22033690586088,34.80776950439395,32.76367219065266,37.004775896826395,31.854012368257045,57.64591869859999
32,2/8/2011,1342.1941759692586,30.373769931509965,95.67108867962472,423.9566167248597,1341.299818432992,2870.6574609331738,83.4743655671217,1.0099141837234236,6.480953570062799,1.3651167980973882,7.79075267678081,21833.08295904303,64.4799329322775,1121.60059153697,12766.279301541568,46.411120195051545,27.017961098969774,87.29076441650024,34.84867638474928,32.38426912061621,36.49035820806923,31.98447355705378,58.160277216570584
33,2/9/2011,1339.9707446987452,30.738504530615977,95.54346984860295,423.0924917991843,1310.622731999291,2923.8487866797605,83.20816188368366,1.0055746432525479,6.4245633218550005,1.3650688797292492,7.7925512904850995,21874.790394826876,64.90783745605755,1110.9311748586003,12811.669572123415,46.36610982927712,27.246590827074066,87.31245599874354,34.5210943526186,32.08956520201926,36.19312813722684,31.967598386799093,58.84044624126474
34,2/10/2011,1345.8560726801072,30.62022147089883,95.60077441076442,422.2753469520139,1339.4202139318359,2905.6236305960724,82.1671361204554,1.0039745688909798,6.432796691305462,1.365899923623045,7.813039776564424,21709.297121779324,65.71332280097423,1109.167046821079,12797.240273907222,46.5369503597825,26.69104811078551,88.97290102231376,33.91750085586335,32.018573988507455,35.88322974832265,31.449598534207873,58.78994068367786
35,2/11/2011,1350.7445906880762,30.077213513983388,96.49750234633177,421.3157500368896,1340.4054846760864,2921.9543731659837,82.29594491520939,1.0140486353530476,6.445089565079775,1.392256526695759,8.101647885021656,21615.343309599994,66.01223556680016,1112.0684007002376,12691.208285322728,46.667013447443445,26.52560349236772,87.558831571896,34.21271765131738,31.684699767605412,36.18166950908363,31.25791167636381,58.78683001660306
36,2/14/2011,1358.3113326931302,30.222717662624802,95.21776406976457,419.6751531424486,1344.9060263261367,2920.725756746495,81.75653766069686,1.0133349240731935,6.459626664571491,1.387245820837358,8.05488779395512,21615.349949526222,66.9479229576128,1113.450965604574,12771.310790479074,46.62225133509981,26.218407836580745,87.34499670081554,34.30611603878084,31.62732325997085,36.36043060789052,30.95797873333748,59.26680696423346
37,2/15/2011,1358.2931784037269,30.237605418099232,95.18198862393159,419.76219367470304,1344.711008183248,2920.444587510679,81.76963051668504,1.0136402594579839,6.460595174055478,1.3866400379104264,8.051464780730942,21624.710378243377,66.93713517241412,1113.64149476689,12779.595055739364,46.62052866863642,26.21297092759516,87.36199077293087,34.30205404839322,31.65384758772491,36.3686071050496,30.952542273109266,59.27894611477148
38,2/16/2011,1370.119963531114,29.906882628265688,96.14064896800564,416.58781774796955,1333.4758361741192,2951.3054861578908,83.13984164545735,1.0011734419199119,6.4191585355104985,1.37132490662316,8.048046151494063,21595.084503352577,67.0578298554317,1112.339873511446,12784.396735780283,46.98355859697282,25.794014471286847,87.15740856643168,34.92317241978745,31.896007350063698,36.964174059679095,30.443129510517497,60.341164349749086
39,2/17/2011,1370.4285449489435,30.414150503361913,95.7502846524241,414.12787152252827,1342.591237169051,2991.9472662732505,82.92939153969999,1.0012784748537258,6.412536710559602,1.3713552246685867,8.078840682117923,21488.4018517791,67.15019762174184,1125.182248251236,12755.632011052605,47.30629565817442,25.868341994348594,88.82143088722766,34.15931214508917,32.744619957115624,37.193101568262456,30.24307625286799,59.53476282285296
40,2/18/2011,1362.205874055515,30.469273005445306,95.61809600840714,416.4699333682139,1340.726693529848,2991.8580969778254,83.23507631577131,0.9981337860746183,6.4156905869742396,1.3793850230868747,8.041451402359636,21498.790922150307,67.1698097250227,1121.297466573512,12840.335600310716,47.17867582626098,25.85914123111276,88.69140784421384,34.25108712888553,32.912360463694164,37.40524849568479,30.28450805129634,58.990260638981425
41,2/21/2011,1380.3379637496535,30.70156113260297,95.42350544552717,416.26704763473805,1337.6191447751112,3038.029153778751,83.97114425439959,0.9983285441568772,6.361291653264517,1.378227318983271,8.045872001126883,21551.319876106347,65.98427817212031,1123.382555975018,12853.1673473323,46.80731159347503,25.888606149709066,89.04115341728254,34.08890966794551,32.80443261717954,37.404080511036774,30.381303068252016,58.62397491923894
42,2/22/2011,1380.6418076747984,30.289866746916157,95.7568019146056,418.7467880246856,1324.285366597863,3056.5947698190166,83.4239898210306,1.0105237592111125,6.295944709418927,1.3706688728451297,8.046478095355447,21687.14392153807,66.55776632640195,1131.1512498872635,12912.833000507404,46.63694957673374,25.953705814966728,89.26318033306543,34.307746276440014,32.1829222991898,37.76961624310844,30.670726831553008,60.0801436306662
43,2/23/2011,1414.371816994424,30.474167651979805,96.07662435421565,421.1549739987858,1340.8328905764035,2971.1651663549733,83.70412207845786,1.0122352612776235,6.182020963763989,1.3711814566434324,8.0227294866159,21486.357795142616,66.12419705708761,1127.8073827854064,12803.888496020318,46.263506272876946,25.97656641043134,89.89787659663534,34.79579836396523,31.597653949229752,37.451868797075,30.99753210565446,61.0816345145392
44,2/24/2011,1420.0872128778256,30.48332024325172,95.9179785719839,421.85036572552315,1341.6175993330971,2970.758839173432,83.7113166748868,1.0121202131399765,6.1609292301675325,1.3716992042577256,8.022904274628509,21490.183679765727,66.3316995543609,1127.5712940912156,12815.742207137306,46.0801017744487,25.98059985005348,89.90916930538285,34.77399202350136,31.557227385914693,37.51333622265102,31.011393073427964,60.97663626966412
45,2/25/2011,1399.7549324416714,30.17116324465019,95.35870576892839,416.61974005785004,1346.4880625290339,2925.2613743732236,83.35921152710296,0.9974460088119135,6.235446051566887,1.3743440441009234,7.953193429063936,21543.49896984315,65.21809430210045,1118.7913244408355,12784.749379788736,45.666016711476054,25.896924568679875,88.19044927224024,34.561556744462614,31.709183110008535,37.59572000554711,31.21239553661199,61.282417873273126
46,2/28/2011,1409.4295796755937,29.88134657999078,95.52262963143453,416.1284367366309,1348.8332395211603,2941.1320604845514,83.35422063773221,0.9929439760765871,6.247941446340198,1.3750038186624665,7.963424650541635,21379.811572589275,65.16253638010777,1118.510397153935,12847.542403051993,46.250442743790025,25.913120137216772,88.21600310892711,34.54681816616972,31.795176832404092,37.5908711038575,31.362254052644875,61.16830191536237
47,3/1/2011,1402.8259964194185,29.738142124219756,95.53163412358353,417.9883952245175,1364.1969722264992,2955.9038967759234,83.68598119072176,0.989656046285024,6.251619622929884,1.3972900400078414,7.973440901695478,21479.532213311155,65.31157177597419,1118.3597192606796,12763.60652894075,45.97794305332312,25.577976777066223,88.63266358881438,33.99011020309901,31.440867072557438,37.61211444889833,31.424637395303012,60.77346981070252
48,3/2/2011,1401.5142760248214,29.383429677142733,94.41135487950393,419.93750309097373,1372.9487013480862,2983.125921168474,83.79304049768734,0.9809512898521591,6.314992751764756,1.4140264462281618,7.988336100742539,21835.29074722084,65.54496195339405,1117.917259196807,12768.996224231421,46.012701880209555,25.514404849073077,86.96953730734477,33.71035026684315,31.94394679597387,37.72518879784288,31.2853589762216,59.84221087638845
49,3/3/2011,1407.0842246304376,29.371218115554324,94.20504781407834,419.0953543031083,1360.7435106575144,2956.3015153101746,83.72249822363105,0.9873682300915443,6.434014218730893,1.414737244791693,7.99570752885262,21936.788855382016,65.24921463724316,1124.6134112436446,12748.113911908997,46.70286899542902,25.36678946156531,86.48744612219242,33.456793994059396,32.014250469339466,37.596840096697335,31.283029175311814,59.69009690679722
50,3/4/2011,1411.5441760091358,29.08790440241747,94.39783908991451,419.71416799106714,1363.7904733426749,2952.4542977044152,83.84670939021467,0.9886492446057763,6.471563004161608,1.4156622881587209,7.999591569466265,21992.856348764464,64.96773728712643,1125.0310168334458,12738.337793457385,46.42675552993024,25.388852811080984,86.32929342020856,33.49506354131418,31.83894048529739,37.492019378386196,31.235118960574475,59.577804956819676
51,3/7/2011,1405.8799843753102,28.765437461675923,94.2928651791795,420.0205518700529,1371.7185115990112,2975.7789082546824,83.3790482795249,0.9921803990404533,6.619995517722566,1.4148197144874335,7.994163901643987,22112.133411404706,65.01043839123189,1123.2712650173185,12795.717896496859,46.9512610543821,25.2755090273964,85.77996297886564,33.32389709783318,31.98149097886203,37.406037232497916,31.171707440936288,59.59594960044302
52,3/8/2011,1412.6746485127264,29.078498809646046,93.3814554135665,418.68233488317355,1363.0929706929728,2966.1276223269992,82.66255188861267,0.9907378783425701,6.674679859145676,1.3933165152747413,7.940167419475542,21888.324523728486,64.86630554938726,1123.5850129585974,12921.628647836567,46.85505025725061,24.98052133516553,84.98301396037675,33.1581256555763,31.837603777778664,37.48629574939175,30.81399379203919,59.780037728741306
53,3/9/2011,1421.6947063325676,29.443091987946666,94.16210240841194,419.92121442755155,1374.2906460450545,2963.116866952011,83.19976648930128,1.0026578730719438,6.722843646557294,1.39870853910045,8.024574692894404,21672.456686777463,64.49032727948618,1131.2648976919766,12997.082754795048,46.614042931047265,25.334683916188194,85.28254739194595,33.437125236495746,30.988175141014832,36.649170380250155,31.245275644815575,60.004913027708376
54,3/10/2011,1424.82252834654,29.386076863933734,94.08128131499679,420.2072059036967,1365.3828006193878,2976.454688133344,83.11726630927843,0.9971788749881745,6.824640997027105,1.3982291621706378,8.026599408696901,21666.420219525764,63.36354201972191,1132.6667022918891,12945.373520275152,45.822510355072524,25.286845318798267,84.99807751532498,33.52303774550905,31.03275054181321,36.677535987489435,31.28264201626179,60.00105236760441
55,3/11/2011,1430.2998071319107,29.398635629758797,94.07399065018299,422.463307059366,1363.0046164476864,2992.5777995552676,83.52841554843219,0.9965913584925206,6.74542329162388,1.4039602245269953,7.9681425501330665,21883.577355653342,64.08553110029442,1132.9498214454688,12819.381723681878,45.22036636168723,25.245122445208334,85.12741029841301,33.43461614590151,30.88410582961841,36.85603537732749,31.528940064010303,59.69487990728731
56,3/14/2011,1422.3137560980413,29.29863131938926,94.22721281954159,424.624939899243,1363.798677248871,2984.4132159279916,83.16507366469263,0.9937680913631625,6.675662846037873,1.404205872896869,7.964562546810799,21840.48640910002,64.39679664130355,1134.5991898723662,12828.37140595238,45.557618189495,25.21466186291024,85.26600042273424,33.03678290964523,31.12266372776726,36.794392197658176,31.535191789780654,59.83714146413467
57,3/15/2011,1401.741613581997,29.105859919482786,94.09031639818093,424.15876549260645,1357.9468770795477,2978.1395021553512,83.20968309153214,0.9967879067258814,6.729183045115798,1.4036925432226945,7.948833647322548,21895.377740996308,63.53282740559752,1136.32327415153,12746.669553580394,45.22670797902752,25.285069560591115,85.65030445901886,33.746150667737346,31.765061267816336,37.0255927679629,31.413150674175537,60.62216704750175
58,3/16/2011,1401.8310061525137,29.136769781817996,94.16425034959028,424.23210969979726,1358.054627911936,2975.994822519701,83.2861587003564,0.9966021889005479,6.731336127274729,1.4065235809236423,7.960693894351211,21869.29647704191,63.522575470993836,1136.3402501177366,12749.69839956681,45.205855294947675,25.231101362425274,85.58924231162355,33.70200108728052,31.72616796007635,37.08715558206642,31.43541519766081,60.66372304079198
59,3/17/2011,1397.71916460787,29.02128046153479,93.64485445526006,425.5989504303948,1370.2530362290097,2951.9359821097314,83.35838717899972,1.0005830279686376,6.721523656154748,1.4173316563300407,8.098176343468449,21906.64911504556,63.51904499071925,1127.6152288382307,12761.678219463403,44.98356873898441,25.24195819415072,84.86785330018607,33.80127659978628,32.076762587725874,36.95981005670015,31.19951976225648,60.102629188911216
60,3/18/2011,1388.2140063763675,29.068972869915857,93.61337847662884,426.6203932118447,1369.2575990791497,2949.8349440614124,83.35497591693887,0.9991095403600817,6.713049841876431,1.4172026532523514,8.09815803215156,21876.921573488748,63.68871431821916,1128.6114853977354,12755.058581828293,45.07491800224488,25.2377313097465,84.90837774689184,33.74625649322767,32.07264947851595,36.97234046462457,31.18119671683219,60.16312155343914
61,3/21/2011,1392.63914659183,29.02724124637464,93.7337324141364,430.07972827456865,1371.5586836445132,2963.3828829451722,83.32788742009886,1.0023407061530485,6.720267202219503,1.4182418082646684,8.11054867878633,21917.523956674733,63.68451290430241,1130.321468322136,12764.645391008611,44.662552385009626,25.25563238818188,84.83476729167889,33.48213504888425,32.0950204973547,37.00011720356283,31.25077215938919,59.80398879929401
62,3/22/2011,1387.1928380930808,29.407438635361796,93.71577404956676,428.6677803951641,1378.9915089426413,2971.419320444591,83.5968377813956,1.0008488740141785,6.700070497195364,1.4126615769815478,8.090323016325359,21941.111668400335,62.77887000585839,1115.9460456963927,12728.81365595379,44.96405548509886,25.264704585452844,85.29143570897068,33.11225406533977,32.018381906904104,36.81319859680891,31.353311729569487,60.0118751599754
63,3/23/2011,1363.161364338755,29.137983570122273,93.63160033873586,428.72611740920973,1383.162311275556,2957.596893405063,83.52671871130838,0.994877464490802,6.715968057251491,1.4031757595327536,8.116587096573737,21910.433446541843,62.40234376953948,1125.372620510287,12704.866427514702,46.20990494238057,25.05042512954107,86.54551842056523,32.767109438065745,31.763875445535483,36.638749574316634,31.315774499746595,61.14412485391891
64,3/24/2011,1379.5928924492757,29.180760429916518,93.53413146592797,431.5795836567455,1390.2323887979855,2960.734419058054,83.93330470894135,0.9863177608378966,6.721775969794581,1.4567879492359357,7.979606954249686,22358.645256325053,61.9269819638432,1119.295435791929,12839.395226976652,46.08590656639356,24.772603125990944,85.16888522074785,33.222188256214935,31.902394671361527,36.307324984266224,31.118776873096678,61.17704932956846
65,3/25/2011,1376.3947241201506,29.23227633621739,93.18603508810735,427.93233399901794,1389.4513005276538,2965.290934754172,84.92465389349952,0.9751128007890971,6.803166676283539,1.487608769892393,8.221109340296673,22273.564643019537,62.04509246873401,1116.3210907492341,12700.5595980155,45.79808513016463,24.444628320524863,84.83342053207404,33.432584019510095,31.869914584887397,36.589091414441405,31.204925026568485,62.572069311225896
66,3/28/2011,1374.339568964165,29.120765984561825,93.45191641920572,425.31405187358826,1372.401971121609,2957.3078882433542,85.43523966975891,0.9785860775481671,6.819221490988926,1.489395501381167,8.230157387948221,22295.099716449495,62.44774345345435,1111.7654980992463,12666.455668547293,45.334669641138184,24.36128423502954,85.03289364775583,33.36986065156788,31.947945448237057,36.612334626458185,31.105485718067072,62.23954137886683
67,3/29/2011,1347.074266466789,29.239825288486674,93.70552716020477,426.58845606525045,1369.187020412846,2971.1367356657465,85.5888340952374,0.9665725808587581,6.959860331457251,1.4820420483871077,8.246613629594918,22127.559668824568,62.75684271220946,1121.0155392742222,12473.17851042709,45.15995390880741,24.416469781785043,84.30257863504931,33.23483864090301,31.973201609045503,36.46926738288136,31.337556294705223,62.34351023054122
